date,close,open,high,low,volume/K,daliy_region,daily_opengian,daily_gain,ln_Rt,MACD,MACD_l,MAMA,MAMA_l,SAR,ADX,TRIX,AROONOSC,CCI,DX,MINUS_DI,MINUS_DM,PLUS_DI,PLUS_DM,BBANDS,BBANDS_l,MIDPOINT,MIDPRICE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,K,D,J,ROC,OBV,CMO,RSI,alpha_12,alpha_101,alpha_54,alpha_23
2005/6/16,879.24,866.66,879.49,861.83,11.05,0.020284159,-0.01664922,0.014411155,0.014215019,-6.051757571314511,-7.03324984720939,878.9889630677474,863.053515942276,1059.48,30.884050338880023,-0.24780521528916521,21.42857142857143,26.808333177724673,5.066097390884602,27.368283158593155,86.714824129643,24.72898482457568,78.35235982986374,903.5819106963523,896.0694924259493,865.315,866.575,31.914825093575196,52.23436428812808,106.76527877925776,58.471525356464554,63.68455367519914,48.04546871899538,-0.2518548771356599,-71.30999999999997,-4.841743828392424,46.94773423687536,1.0,0.7123039465488966,-0.917306870870927,25.91999999999996
2005/6/17,880.35,883.61,888.08,876.04,14.96,0.013650077,0.019369046,-0.003696233,0.001261658,-5.147540720828488,-5.422314041624645,879.05701491436,863.7028401451622,1059.48,28.714445950012646,-0.24469524605438275,21.42857142857143,41.81834703904528,0.5095888947367335,26.29232741304054,80.52090812038279,26.56166549130603,81.34576269915922,897.3872596837584,888.5762007045805,865.315,866.575,34.19188299841893,52.514541739076286,65.08176998997189,57.567253451257216,59.46650792300934,53.76874450775297,-0.3226902173913082,-56.34999999999997,-4.279598653892309,47.20549788783339,-1.0,-0.2707416327547521,-0.36465069995547594,-6.830000000000041
2005/6/20,906.25,881.62,906.48,872.56,18.99,0.038137547,-0.002254665,0.027554082,0.02899565,-2.3143504166491766,-4.375998934210656,880.416664168642,864.1456981379041,1059.48,27.47488818288964,-0.24037510855866584,21.42857142857143,68.04425997794468,11.360637210290573,23.490432126732415,74.76941468321259,29.51182643521549,93.93535107779068,908.9042723857414,886.774282075684,865.315,866.575,34.87212108240648,56.72553679751541,29.57540398887904,68.74167304476005,61.59348395082727,83.03805123262562,2.4972573147697963,-37.35999999999997,7.918372617349326,52.83408256826581,-1.0,0.7260988768019795,-0.8653907296039108,-26.99000000000001
2005/6/21,896.17,906.31,906.31,894.39,12.78,0.013239489,0.027620287,-0.011251284,-0.011185079,-0.8723426237263538,-1.7649429505192984,888.293332084321,866.0727865079479,1059.48,26.32387025627542,-0.23533081265653122,21.42857142857143,70.73622525637786,11.360637210290568,22.57978974728258,69.42874220584027,28.367755534268056,87.22568314366278,913.4567165466324,896.7708582680548,865.315,866.575,34.5382856734294,64.93406352430785,-4.435479674782404,73.54083397114266,66.61658682238664,87.38932826865471,1.5190991889075134,-50.13999999999997,2.9556195846033337,50.623045920545174,-1.0,-0.8505997818974936,-0.15797035682818672,-18.229999999999905
2005/6/22,900.65,894.77,901.24,891.93,10.48,0.010383939,-0.012814709,0.006550023,0.004986598,0.6247557054722392,0.10463017574056721,888.911165480105,879.0013932539739,1059.48,25.122786819852877,-0.22955784994681538,21.42857142857143,62.38282164093867,9.508702146359816,22.701155626701755,66.92954633399457,27.471968563468224,80.99527720482972,914.3016831396344,903.8198769918301,865.315,866.575,33.577134289232426,78.37041129876289,-38.441060327056825,79.29529154973493,73.85926618854587,90.16734227211302,4.32158825028377,-39.65999999999997,5.011229054668449,51.57120093587893,1.0,0.6315111158844333,-0.9064494922380669,5.240000000000009
2005/6/23,893.57,900.06,904.9,892.83,9.51,0.013428247,0.005894726,-0.007236753,-0.00789205,1.2257899439557605,1.6399979507220905,889.1441072060996,879.6928235912751,1059.48,24.17525294962805,-0.22339301096253594,21.42857142857143,55.396591583712,11.857312636705263,21.742565766909447,62.14886445299496,27.592362443967193,78.86990026162756,912.7353418954732,904.1194070986584,874.94,866.575,32.426138276458026,99.41671986034319,-29.77001304744711,75.70088159423987,76.17900237170583,74.74464003930794,2.891324873914747,-49.169999999999966,1.41656792954501,49.97481503187048,-1.0,-0.5376522243393198,-0.06356804546663627,1.4099999999999682
2005/6/24,898.3,892.06,898.67,888.4,8.92,0.011493801,-0.008928033,0.006970693,0.005279413,2.060038535998956,2.470841672422921,889.6019018457946,880.1281824117112,1059.48,23.033944193627356,-0.21678187387130787,21.42857142857143,40.354702304101934,8.196930365618353,22.53948209968606,62.139659849209664,26.56450143692693,73.23633595722559,907.6259664273678,903.9758604731164,874.94,880.275,31.30869762622494,117.47531733344971,-5.506923356905685,76.30467443376703,77.10028252591395,74.71345824947318,3.437158155334208,-40.249999999999964,3.7472698660576556,51.04060339468228,1.0,0.6075357803524506,-0.9309537008348144,2.57000000000005
2005/6/27,916.04,904.21,920.65,904.21,16.55,0.018018308,0.013528239,0.012998398,0.019555944,4.105332577787749,4.354826449568463,902.8209509228973,892.1690912058557,1059.48,22.9500830654142,-0.20931145741337476,14.285714285714286,150.82872928176795,21.85988839864321,20.72968466675148,57.70111271712326,32.32804520316987,89.98516910313806,916.7481092263062,904.9648405243914,891.435,884.9200000000001,30.06019469845726,134.3643944081864,22.280035176400002,80.66729030246334,77.55761544349009,86.88664002040983,6.848004852273903,-23.699999999999964,12.008410664281012,54.839116022264356,-1.0,0.7195426068973888,-0.674306381528713,-15.75
2005/6/28,903.72,913.48,913.48,901.21,10.4,0.013523177,0.010199847,-0.010741904,-0.013540454,4.678194489983753,5.5419390077357775,902.8659033767524,892.621136645563,1059.48,22.685874473345024,-0.20151823376047817,7.142857142857143,85.3079125596103,19.251162776445724,20.70253034006245,56.57960466590017,30.573824965828102,83.55765702434249,917.5720238158326,907.6665219968407,891.435,893.6,28.7260477066201,150.45386510716747,33.00403138245987,83.54451909175947,80.17216127599663,90.28923472328515,6.38132570540666,-34.099999999999966,5.3590557681031505,51.895759457404125,-1.0,-0.7953712003911666,-0.21585141829288207,-14.81000000000006
2005/6/29,898.9,906.75,907.57,898.08,10.81,0.010511547,-0.007394704,-0.008694985,-0.005347784,4.689203743242842,6.159170339545085,902.6676082079148,892.8940798132847,1059.48,22.240465422078245,-0.19363496953606063,-35.714285714285715,59.989996916148584,16.4501477556101,21.145172627154967,55.668204332621585,29.47172748489711,77.58925295117517,917.4523668664527,908.3375379118178,891.435,891.24,27.449935352929472,173.81587083961873,20.156664557066357,83.71460158176713,82.64213699199665,85.8595307613081,5.059548158623661,-44.90999999999997,2.8302829008627786,50.77347728570497,1.0,-0.8270993572858514,-0.09024612414731505,13.079999999999927
2005/6/30,878.69,897.1,897.1,876.88,10.86,0.022797186,-0.01069944,-0.020735177,-0.022739632,3.032197275075532,4.881398074272624,901.4687277975189,892.0933758226205,1059.48,20.693491079034562,-0.18630285343310682,50.0,-60.72082973631763,0.5828246194666145,27.353410069998528,72.89190402314867,27.036412791875247,72.04716345466265,923.2223489930068,913.6965380066786,891.435,891.24,26.27392452867739,190.64609030551455,12.00498077728528,73.12696657879071,80.12869575077242,59.12350823482731,2.656697236988137,-55.76999999999997,-7.071836662698387,46.349518347174964,1.0,-0.9104396419563792,-0.09929406427160262,16.379999999999995
2005/7/1,859.49,875.93,875.93,858.37,10.1,0.020250937,-0.023881159,-0.018946989,-0.022092972,0.16779394787806723,2.3480847829705453,898.8683981013864,889.3691445988228,1059.48,20.115583843959957,-0.1800184248413772,-28.571428571428573,-154.29358662218067,12.602789787990046,32.19036201285639,86.19533945006661,24.984708113673886,66.90093749361532,931.3174588699437,922.8516056612123,887.765,889.51,25.190464989015183,208.4307924909067,2.1639244131935764,60.589052357059835,72.47687350587255,36.8134100594344,2.62199563000729,-65.86999999999996,-15.27837342738122,42.63461251168452,-1.0,-0.9361653664369906,-0.07011910674338179,0.0
2005/7/4,855.93,855.32,856.1,842.81,8.84,0.015645645,-0.023810511,0.000712929,-0.004150593,-2.362297478819414,-0.9047171949209769,877.3991990506931,866.0895722994114,1059.48,20.194827154038137,-0.17472734847407967,-35.714285714285715,-167.31493167802947,21.22499018505451,36.031232769962344,95.59852948934763,23.413990059025824,62.122299101214224,918.5322314595386,920.5018411792774,885.9849999999999,881.73,24.229766979374794,228.06067177337331,12.59969203955337,42.428186625682166,58.71473518717756,9.85508950269137,4.588333048217197,-74.70999999999997,-16.722197163289394,41.97793994972112,-1.0,0.04589571890752362,-0.983695643572629,0.0
2005/7/5,849.68,853.68,856.74,845.36,7.99,0.013371917,-0.001919252,-0.004696608,-0.007328789,-4.816217571202742,-3.239479802158826,876.0132390981585,865.0530936844408,1059.48,20.23073585560679,-0.17045319210472476,-35.714285714285715,-148.19099543279142,20.697548975999304,34.44040520622427,88.77006309725137,22.628533638710753,58.32499202255605,904.5531776894138,905.8215934183236,882.8599999999999,881.73,23.37918684339158,247.45716140830615,10.21134790377601,25.101011325021798,42.70608343592125,-10.109132896777112,3.869051257288847,-82.69999999999996,-19.27935833027046,40.81615679839447,-1.0,-0.35146296459010645,-0.3886333266270561,0.0
2005/7/6,842.56,850.25,854.45,838.61,6.9,0.018712228,-0.004025992,-0.009085548,-0.008414932,-7.251896075819786,-5.570254154813483,859.2866195490792,863.7309390002188,1059.48,20.530827054671118,-0.16723047195623675,-50.0,-141.7941120537882,24.432012642507402,34.94775082563939,89.17934430459056,21.22388874438688,54.15892116380205,881.5933648988025,880.2139833141069,879.3,879.63,22.611371183653016,261.59700824477324,-5.775394526699632,11.960331829137694,26.496509926613868,-17.112024365814655,0.42431466030987686,-89.59999999999997,-22.162341872668815,39.50506499129402,-1.0,-0.4854491509374433,-0.2609581916925482,0.0
2005/7/7,844.73,841.75,848.02,839.28,5.96,0.010359839,-0.010047366,0.003533992,0.002572173,-8.904443097091644,-7.279433443590619,858.5587885716252,851.5054695001094,1059.48,20.809483168087997,-0.1648054074043892,-50.0,-115.25071398667849,24.43201264250741,33.70455465198265,82.80939113997695,20.468891451176795,50.290426794959046,863.3562446008916,859.2294478420602,879.3,879.63,21.987602471828385,282.24958931171267,-22.260102904431463,6.777928651073487,14.61309060174431,-8.892395250268159,0.8897859736288982,-83.63999999999997,-20.77039909146804,40.12211952536592,1.0,0.34092209129390405,-0.6126481188292606,0.0
2005/7/8,829.49,842.62,842.62,827.23,7.22,0.018433315,0.001033027,-0.015705031,-0.018205996,-11.31342503003009,-9.496831080739753,857.1053491430439,850.2916960251039,1059.48,21.547748376400705,-0.16346964082546434,-64.28571428571429,-117.90206776803998,31.14519608446591,36.208885691234265,88.94443462997856,19.01065230528285,46.69825345246197,862.0641645619648,851.0884233233724,872.765,873.94,21.586429879174716,297.46285235230846,-43.631689148326494,4.810582403652069,7.849614294621066,-1.2674813782859253,-8.421563973194079,-90.85999999999997,-26.959093061382283,37.308809749563345,1.0,-0.8530959651744531,-0.15884474847050684,0.0
2005/7/11,824.1,837.86,850.66,822.52,8.44,0.03363972,-0.005665063,-0.01655914,-0.006519172,-13.501847626719382,-11.5016089322869,855.4550816858917,848.9031112238487,1059.48,21.67120403151809,-0.16316360580030942,-71.42857142857143,-100.37243616016549,23.27612754804408,32.2324132258486,82.59126072783724,20.060620092036483,51.40266392014322,857.4629954266122,851.4286279891762,870.0699999999999,871.585,21.39346367036676,309.5999493814369,-46.223879884006195,3.8296889820531796,5.139400012259562,1.2102669216404163,-9.697567389875083,-99.29999999999997,-29.03488505043912,36.35966222184463,1.0,-0.48896627696243905,-0.06099450486399775,-0.0
2005/7/12,851.82,821.91,854.29,818.86,14.99,0.042357586,-0.019220122,0.035744337,0.033083355,-12.851274474533284,-13.233197175723717,855.2733276015971,847.4009556626562,1059.48,21.942441624854997,-0.16285502885893255,-78.57142857142857,-67.73561142632651,25.468530338234768,29.393728287183762,80.35188496156312,17.46061551989666,47.73104506870442,858.9605974447493,845.9258449408635,870.0699999999999,869.755,21.288989553295323,-40.25511696794376,-37.56414933847093,12.13656074269295,6.925610709466049,22.55846080914675,-4.777767841173308,-84.30999999999997,-11.742182597011555,44.06336500612518,-1.0,0.8441760040642411,-0.7780333430742457,-0.0
2005/7/13,846.23,850.47,851.95,841.86,9.4,0.01191411,0.034158238,-0.004997948,-0.006584047,-12.64103881997687,-12.604291130829779,854.8211612215172,847.1239078795234,1059.48,22.194305104382124,-0.16267145717877574,-78.57142857142857,-48.8303827702496,25.468530338234757,28.27000261102539,74.61246460716575,16.793094142903044,44.3216847066541,860.4689601556711,848.1596326156631,870.0699999999999,869.755,21.061333674881553,-29.203816115161032,-31.315720374944295,20.29306414868145,12.086437957809176,36.706316530425994,-5.23315714029744,-93.70999999999998,-14.197446110145172,42.95948693626111,-1.0,-0.4201763948072536,-0.4440615556188701,-0.0
2005/7/14,849.59,844.94,856.1,843.18,9.36,0.015206733,-0.006523519,0.005488261,0.00396269,-12.064232665324653,-11.862620683909086,854.5596031604413,846.2007714611238,1059.48,22.10360525295544,-0.16245332185292893,-78.57142857142857,-35.22287043589191,20.92450718440854,26.85428927673416,69.28300284951105,17.560676559399727,45.30585008475022,862.7575245152588,850.7186047536361,870.0699999999999,869.755,20.71895400637016,-16.351246005443613,-21.63646661727489,29.819563152896496,20.749729348090284,47.95923076250892,-3.8424972270638458,-84.34999999999998,-12.210754478564551,43.849509191601186,1.0,0.3598792663106533,-0.48270067704552333,-0.0
2005/7/15,841.0,849.87,854.6,837.78,8.89,0.019877987,0.005817778,-0.010491737,-0.01016222,-12.160077043698834,-11.577122519695877,847.7798015802207,841.9903857305619,1059.48,22.292187842324747,-0.16242192408323364,-78.57142857142857,-44.780753529093225,24.743761504125764,27.198731840539587,69.7342169316888,16.40863018315571,42.06971793583949,862.3841665651493,853.1303405589081,863.9100000000001,866.1700000000001,20.44110718059131,3.094041029891855,-18.250432290755494,26.276320529194084,25.462982610257328,27.9029963670676,-2.979823033351414,-93.23999999999998,-16.159033334013905,42.08245920335288,-1.0,-0.5273170441709755,-0.201749467387733,-0.0
2005/7/18,833.0,839.22,840.0,829.68,8.5,0.012361808,-0.012610508,-0.007439247,-0.009558018,-12.73476905474763,-11.867662447794487,847.0408115012096,835.835192865281,1059.48,22.85634519880194,-0.1627405255983594,-71.42857142857143,-85.70023324713718,30.190390833005427,29.212050806340716,72.8532014365682,15.663843058684806,39.06473808327953,857.7990201544427,852.3352772219555,861.5,863.215,20.2594954102104,13.495371829921112,-20.721212741313288,21.943871369158714,26.013251683749747,13.805110739976648,-5.259087393658158,-101.73999999999998,-19.719421914316445,40.48315291229384,-1.0,-0.602654781513419,-0.3338969912972994,0.0
2005/7/19,835.61,831.5,840.14,829.28,7.89,0.01301069,-0.00924159,0.004930698,0.003128355,-12.83169562688272,-11.99195826100231,846.4692709261491,835.507433222017,1059.48,23.39932453904376,-0.1632260659260143,-64.28571428571429,-84.68742090609864,30.45805596218743,28.06850045617818,68.04940133395615,14.962188985206238,36.27439964875956,853.5489409049706,848.1382755016606,851.395,857.98,20.1019284362156,22.628056069687293,-0.9584988973037677,17.365818515243785,21.862003471198847,8.373448603333657,-5.082069631396601,-93.84999999999998,-17.98858865173251,41.24992426764343,1.0,0.3784181935365076,-0.5686787618332331,0.0
2005/7/20,842.64,835.3,844.71,832.14,8.53,0.014992677,0.004559643,0.008748879,0.008377823,-12.200607378534073,-11.72453237948696,844.5546354630745,833.8237166110084,1059.48,23.48372118960004,-0.16359458418505612,-57.142857142857146,-39.757213073878006,24.580877646831688,26.584146141312846,63.188729810102146,16.09358521433703,38.25337110241964,851.9449660965714,845.0745505390362,841.7950000000001,847.395,20.04502359086445,31.186529735754704,11.822991883151902,17.902871925860406,19.07085393675429,15.566907904072636,-7.019034482758624,-85.31999999999998,-13.316385312073278,43.32027953735311,-1.0,0.583883541484369,-0.7995692296533,-0.0
2005/7/21,843.99,842.75,843.99,835.76,8.37,0.009799156,0.008879412,0.001470292,0.001600826,-11.459434450300364,-11.092622844060656,844.5264036899207,833.920530780458,1059.48,23.56208950797373,-0.1637816159883121,-50.0,-10.930083768544167,24.58087764683168,25.6285133929332,58.675249109380566,15.515061571414437,35.520987452246814,847.7018407839914,839.6236989177935,840.015,837.8,20.192425379904083,40.05537023326488,9.811119001609171,21.501784720175507,18.923491720426554,26.658370719673414,-5.822555988261147,-76.94999999999997,-12.411291296951413,43.7211797333384,1.0,0.15064998177621267,-0.9926754955373419,-0.0
2005/7/22,859.69,847.54,867.16,842.99,-21.32,0.028268409,0.005667682,0.014233823,0.018431213,-9.495729911652347,-9.894373232611997,845.2845835054246,834.374004241435,1059.48,21.986874494172756,-0.1633091633078343,57.142857142857146,165.57754256787874,1.5090793147600783,23.01220983198116,54.484159887281955,23.717396657380906,56.15377406280057,861.6252471951605,844.1016770575145,841.895,843.01,20.415447804616832,50.37584984293568,5.6663518673686895,29.38730065166847,22.930652432568113,42.30059708986918,-4.547826569699653,-98.26999999999998,-2.345261992227496,48.205859887862175,1.0,0.5026684870299165,-0.643474685090503,-22.449999999999932
