date,close,open,high,low,volume/K,daliy_region,daily_opengian,daily_gain,ln_Rt
2005/1/28,969.21 ,974.63 ,975.62 ,965.21 ,5.75 ,0.010727472,-0.012956547,-0.005576605,-0.005576605
2005/1/31,954.88 ,965.79 ,965.79 ,953.14 ,6.79 ,0.013184622,-0.009111493,-0.011360741,-0.014895629
2005/2/1,955.95 ,953.33 ,965.48 ,952.74 ,7.43 ,0.013283343,-0.012985301,0.002744492,0.001119932
2005/2/2,1006.91 ,956.70 ,1006.93 ,956.70 ,17.06 ,0.051171514,0.003528744,0.051151652,0.051935904
2005/2/3,993.22 ,1005.56 ,1014.19 ,992.16 ,16.98 ,0.021961159,0.049810017,-0.012347689,-0.013689324
2005/2/4,1016.86 ,992.25 ,1021.03 ,989.94 ,15.74 ,0.030922865,-0.013324788,0.024499635,0.023522536
2005/2/16,1023.58 ,1023.32 ,1033.25 ,1018.49 ,12.13 ,0.014388036,0.030832431,0.000254043,0.006586838
2005/2/17,1020.61 ,1024.43 ,1024.43 ,1010.48 ,8.97 ,0.013710895,0.001084117,-0.003735873,-0.002905798
2005/2/18,1006.05 ,1020.12 ,1021.20 ,1005.63 ,8.14 ,0.015364196,-0.004216093,-0.013888495,-0.014368716
2005/2/21,1025.63 ,1006.69 ,1025.66 ,1006.69 ,9.89 ,0.018668587,-0.013252546,0.018639337,0.019275286
2005/2/22,1046.74 ,1026.84 ,1048.68 ,1024.53 ,17.94 ,0.02329826,0.019818404,0.019194447,0.020373515
2005/2/23,1043.94 ,1046.81 ,1049.61 ,1036.63 ,18.70 ,0.012443599,0.019261319,-0.002745428,-0.002678556
2005/2/24,1045.46 ,1042.25 ,1045.96 ,1034.73 ,14.68 ,0.010794601,-0.004365607,0.003075142,0.001454963
2005/2/25,1046.76 ,1046.27 ,1059.48 ,1045.98 ,18.17 ,0.012823977,0.003849621,0.000468221,0.001242699
2005/2/28,1039.99 ,1046.21 ,1048.28 ,1035.04 ,12.97 ,0.012710652,-5.73482E-05,-0.005963013,-0.006488582
2005/3/1,1035.93 ,1039.35 ,1042.74 ,1031.17 ,9.96 ,0.011157784,-0.006578593,-0.003295944,-0.003911524
2005/3/2,1021.32 ,1036.37 ,1045.76 ,1021.00 ,14.23 ,0.023961355,-0.002871295,-0.014628315,-0.014203666
2005/3/3,1027.71 ,1019.88 ,1028.40 ,1014.75 ,9.20 ,0.01336192,-0.01603925,0.007648053,0.006237118
2005/3/4,1023.67 ,1027.93 ,1031.85 ,1022.18 ,8.17 ,0.009415706,0.007862098,-0.004152862,-0.003938817
2005/3/7,1029.87 ,1024.48 ,1031.34 ,1024.48 ,7.93 ,0.006673761,-0.003361905,0.005247414,0.006038372
2005/3/8,1048.99 ,1033.79 ,1049.29 ,1032.85 ,14.30 ,0.015791774,0.009046494,0.014596136,0.018395216
2005/3/9,1046.54 ,1051.26 ,1054.64 ,1041.98 ,15.33 ,0.012076727,0.016757784,-0.00449996,-0.002338312
2005/3/10,1022.41 ,1046.69 ,1046.69 ,1019.63 ,13.30 ,0.026192988,-0.004356641,-0.023470218,-0.023326899
2005/3/11,1027.43 ,1021.08 ,1028.12 ,1016.93 ,11.48 ,0.010943607,-0.024771913,0.006199648,0.004897953
2005/3/14,1031.03 ,1027.18 ,1041.57 ,1014.93 ,14.47 ,0.025909546,0.005956293,0.003741119,0.003497764
2005/3/15,1013.52 ,1030.86 ,1030.94 ,1011.64 ,12.01 ,0.018898231,0.003576222,-0.016963985,-0.017128882
2005/3/16,1003.07 ,1011.85 ,1012.20 ,995.97 ,10.62 ,0.016164322,-0.018613067,-0.008715041,-0.010364123
2005/3/17,992.86 ,1001.97 ,1004.82 ,992.12 ,9.97 ,0.012719632,-0.009812276,-0.009133674,-0.010230909
2005/3/18,978.66 ,991.89 ,996.40 ,975.71 ,9.65 ,0.020983372,-0.010111127,-0.013427925,-0.014405378
2005/3/21,981.89 ,977.30 ,983.18 ,973.00 ,7.25 ,0.010408134,-0.014818547,0.004685618,0.003294997
2005/3/22,964.02 ,981.71 ,982.14 ,959.56 ,11.38 ,0.023259018,0.004502282,-0.018183908,-0.018367245
2005/3/23,959.01 ,962.82 ,975.36 ,955.99 ,10.93 ,0.020059181,-0.019429471,-0.003964976,-0.005210539
2005/3/24,964.80 ,957.43 ,965.06 ,948.53 ,9.26 ,0.017276858,-0.005613867,0.007668215,0.006019324
2005/3/25,962.96 ,964.25 ,966.97 ,959.06 ,7.11 ,0.008213833,0.007097986,-0.001338723,-0.001908952
2005/3/28,960.70 ,961.65 ,961.65 ,948.81 ,6.67 ,0.013441991,-0.002700038,-0.000988374,-0.002349689
2005/3/29,955.19 ,960.42 ,968.12 ,954.74 ,7.58 ,0.013916994,-0.00127987,-0.005460415,-0.005751912
2005/3/30,937.03 ,952.71 ,952.71 ,936.38 ,8.95 ,0.017289178,-0.008060134,-0.016595256,-0.019194975
2005/3/31,942.20 ,934.85 ,942.37 ,928.34 ,7.86 ,0.014999934,-0.018924467,0.007831478,0.005502267
2005/4/1,978.14 ,941.43 ,989.90 ,937.55 ,16.35 ,0.054333838,0.007013907,0.038252813,0.037435243
2005/4/4,962.17 ,968.49 ,974.06 ,956.13 ,11.44 ,0.018579016,0.028338162,-0.006547007,-0.016461659
2005/4/5,955.60 ,960.54 ,967.75 ,953.59 ,9.54 ,0.01473998,-0.008242531,-0.005156211,-0.006851735
2005/4/6,973.67 ,955.60 ,977.86 ,948.95 ,14.28 ,0.0300104,-0.005156211,0.018733022,0.018733022
2005/4/7,984.73 ,975.97 ,1000.27 ,974.31 ,20.75 ,0.026295714,0.021092433,0.008935644,0.011295055
2005/4/8,1003.45 ,984.66 ,1003.70 ,979.53 ,14.76 ,0.024375586,0.008864556,0.018902937,0.018831849
2005/4/11,995.42 ,1003.88 ,1008.74 ,992.77 ,15.94 ,0.01595829,0.019331367,-0.008463013,-0.008034583
2005/4/12,978.70 ,993.71 ,993.71 ,978.20 ,10.23 ,0.015731265,-0.010182358,-0.015220253,-0.016939598
2005/4/13,1000.90 ,987.95 ,1006.50 ,987.95 ,16.07 ,0.018602156,-0.005813324,0.013022785,0.022429714
2005/4/14,986.98 ,1004.64 ,1006.42 ,985.58 ,12.95 ,0.020924458,0.016752458,-0.017734772,-0.014005098
2005/4/15,974.08 ,982.61 ,982.61 ,971.93 ,10.41 ,0.010928511,-0.022172251,-0.008718861,-0.01315634
2005/4/18,963.77 ,970.91 ,970.91 ,958.65 ,8.60 ,0.012707731,-0.011978521,-0.007381099,-0.010640759
2005/4/19,965.89 ,962.92 ,968.87 ,957.91 ,9.21 ,0.011376616,-0.008263441,0.003079621,0.002197279
2005/4/20,950.87 ,964.15 ,964.15 ,946.20 ,8.85 ,0.018792921,0.00127655,-0.013869529,-0.015672601
2005/4/21,943.98 ,948.86 ,955.55 ,938.60 ,9.95 ,0.017897688,-0.01598562,-0.005156285,-0.007272376
2005/4/22,939.10 ,942.91 ,947.91 ,934.96 ,10.69 ,0.013755813,-0.006290426,-0.004048868,-0.00518301
2005/4/25,930.07 ,935.99 ,935.99 ,920.16 ,11.47 ,0.017057225,-0.007366045,-0.006344941,-0.009662118
2005/4/26,937.08 ,928.43 ,939.70 ,924.65 ,11.69 ,0.016145388,-0.008109805,0.00927367,0.007508805
2005/4/27,926.60 ,938.57 ,938.91 ,925.90 ,10.78 ,0.013953391,0.010862453,-0.012835467,-0.011246684
2005/4/28,942.07 ,923.53 ,945.50 ,914.83 ,14.34 ,0.032975632,-0.016154156,0.019876298,0.016557609
2005/4/29,932.39 ,940.81 ,942.45 ,929.81 ,11.24 ,0.013502603,0.018537922,-0.008990024,-0.0103284
2005/5/9,909.17 ,934.65 ,937.39 ,909.17 ,8.53 ,0.030567322,-0.006569079,-0.027640032,-0.025219087
2005/5/10,913.08 ,905.54 ,913.39 ,892.31 ,10.49 ,0.023349347,-0.031640677,0.008292049,0.004291405
2005/5/11,901.85 ,911.84 ,917.22 ,900.44 ,9.04 ,0.018463823,0.006933085,-0.011016327,-0.012375291
2005/5/12,885.82 ,899.97 ,900.06 ,883.51 ,10.23 ,0.018558817,-0.013103107,-0.01584766,-0.017934439
2005/5/13,887.54 ,883.50 ,898.50 ,875.58 ,11.25 ,0.025840182,-0.018470138,0.004562299,0.001939821
2005/5/16,875.27 ,885.39 ,885.39 ,869.33 ,8.22 ,0.018305426,0.002136934,-0.011495816,-0.013921181
2005/5/17,881.46 ,873.08 ,888.28 ,868.21 ,8.77 ,0.022853388,-0.014001036,0.009552434,0.007047213
2005/5/18,883.20 ,881.14 ,890.40 ,871.82 ,7.88 ,0.021087819,0.009189334,0.002335152,0.001972052
2005/5/19,884.17 ,882.84 ,888.02 ,871.29 ,8.15 ,0.019019393,0.00192746,0.001505368,0.001097676
2005/5/20,882.76 ,883.51 ,891.02 ,879.18 ,7.23 ,0.013377219,0.000758627,-0.000849247,-0.001595989
2005/5/23,863.34 ,880.28 ,880.28 ,862.10 ,7.28 ,0.020868765,-0.003662572,-0.019431451,-0.022244775
2005/5/24,868.46 ,861.20 ,871.77 ,855.59 ,9.21 ,0.018734338,-0.021913273,0.008394763,0.00591294
2005/5/25,868.45 ,867.66 ,876.30 ,861.66 ,7.24 ,0.016847737,0.007473167,0.000910081,-1.15147E-05
2005/5/26,857.33 ,867.76 ,872.84 ,854.96 ,6.62 ,0.020697579,0.000115246,-0.01209227,-0.012887105
2005/5/27,849.51 ,855.60 ,864.96 ,848.40 ,7.75 ,0.01933104,-0.014112202,-0.007143265,-0.009163196
2005/5/30,855.61 ,847.63 ,858.46 ,842.10 ,6.97 ,0.019241314,-0.009358757,0.009370445,0.007154952
2005/5/31,855.95 ,856.56 ,863.20 ,853.29 ,7.05 ,0.011546948,0.010480148,-0.000712405,0.000397298
2005/6/1,837.53 ,855.21 ,857.66 ,836.04 ,7.90 ,0.025531292,-0.001577315,-0.020889969,-0.021754879
2005/6/2,818.38 ,835.47 ,835.49 ,812.99 ,9.51 ,0.02729957,-0.023352612,-0.020667664,-0.023130308
2005/6/3,818.03 ,816.55 ,823.86 ,807.97 ,7.94 ,0.019475683,-0.022906293,0.001810863,-0.000427766
2005/6/6,839.00 ,816.73 ,839.15 ,807.78 ,9.01 ,0.038099731,0.000220415,0.026902144,0.025311696
2005/6/7,837.28 ,841.58 ,858.09 ,835.18 ,13.07 ,0.027061719,0.029972515,-0.005122535,-0.002052164
2005/6/8,905.77 ,848.54 ,908.83 ,844.47 ,32.91 ,0.073448846,0.008236148,0.065268185,0.078626868
2005/6/9,912.60 ,907.57 ,925.37 ,895.04 ,33.14 ,0.033325248,0.067253473,0.00552697,0.007512258
2005/6/10,894.56 ,911.94 ,911.94 ,889.10 ,22.39 ,0.025364483,0.0048035,-0.019242221,-0.019965691
2005/6/13,892.96 ,895.00 ,900.18 ,877.69 ,15.63 ,0.025301287,-0.01875048,-0.002281931,-0.00179019
2005/6/14,883.54 ,895.39 ,905.41 ,882.86 ,14.34 ,0.025221242,0.000435659,-0.013322812,-0.010605222
2005/6/15,866.83 ,881.21 ,881.25 ,865.14 ,11.45 ,0.018450011,-0.015963415,-0.016453084,-0.019093686
2005/6/16,879.24 ,866.66 ,879.49 ,861.83 ,11.05 ,0.020284159,-0.01664922,0.014411155,0.014215019
2005/6/17,880.35 ,883.61 ,888.08 ,876.04 ,14.96 ,0.013650077,0.019369046,-0.003696233,0.001261658
2005/6/20,906.25 ,881.62 ,906.48 ,872.56 ,18.99 ,0.038137547,-0.002254665,0.027554082,0.02899565
2005/6/21,896.17 ,906.31 ,906.31 ,894.39 ,12.78 ,0.013239489,0.027620287,-0.011251284,-0.011185079
2005/6/22,900.65 ,894.77 ,901.24 ,891.93 ,10.48 ,0.010383939,-0.012814709,0.006550023,0.004986598
2005/6/23,893.57 ,900.06 ,904.90 ,892.83 ,9.51 ,0.013428247,0.005894726,-0.007236753,-0.00789205
2005/6/24,898.30 ,892.06 ,898.67 ,888.40 ,8.92 ,0.011493801,-0.008928033,0.006970693,0.005279413
2005/6/27,916.04 ,904.21 ,920.65 ,904.21 ,16.55 ,0.018018308,0.013528239,0.012998398,0.019555944
2005/6/28,903.72 ,913.48 ,913.48 ,901.21 ,10.40 ,0.013523177,0.010199847,-0.010741904,-0.013540454
2005/6/29,898.90 ,906.75 ,907.57 ,898.08 ,10.81 ,0.010511547,-0.007394704,-0.008694985,-0.005347784
2005/6/30,878.69 ,897.10 ,897.10 ,876.88 ,10.86 ,0.022797186,-0.01069944,-0.020735177,-0.022739632
2005/7/1,859.49 ,875.93 ,875.93 ,858.37 ,10.10 ,0.020250937,-0.023881159,-0.018946989,-0.022092972
2005/7/4,855.93 ,855.32 ,856.10 ,842.81 ,8.84 ,0.015645645,-0.023810511,0.000712929,-0.004150593
2005/7/5,849.68 ,853.68 ,856.74 ,845.36 ,7.99 ,0.013371917,-0.001919252,-0.004696608,-0.007328789
2005/7/6,842.56 ,850.25 ,854.45 ,838.61 ,6.90 ,0.018712228,-0.004025992,-0.009085548,-0.008414932
2005/7/7,844.73 ,841.75 ,848.02 ,839.28 ,5.96 ,0.010359839,-0.010047366,0.003533992,0.002572173
2005/7/8,829.49 ,842.62 ,842.62 ,827.23 ,7.22 ,0.018433315,0.001033027,-0.015705031,-0.018205996
2005/7/11,824.10 ,837.86 ,850.66 ,822.52 ,8.44 ,0.03363972,-0.005665063,-0.01655914,-0.006519172
2005/7/12,851.82 ,821.91 ,854.29 ,818.86 ,14.99 ,0.042357586,-0.019220122,0.035744337,0.033083355
2005/7/13,846.23 ,850.47 ,851.95 ,841.86 ,9.40 ,0.01191411,0.034158238,-0.004997948,-0.006584047
2005/7/14,849.59 ,844.94 ,856.10 ,843.18 ,9.36 ,0.015206733,-0.006523519,0.005488261,0.00396269
2005/7/15,841.00 ,849.87 ,854.60 ,837.78 ,8.89 ,0.019877987,0.005817778,-0.010491737,-0.01016222
2005/7/18,833.00 ,839.22 ,840.00 ,829.68 ,8.50 ,0.012361808,-0.012610508,-0.007439247,-0.009558018
2005/7/19,835.61 ,831.50 ,840.14 ,829.28 ,7.89 ,0.01301069,-0.00924159,0.004930698,0.003128355
2005/7/20,842.64 ,835.30 ,844.71 ,832.14 ,8.53 ,0.014992677,0.004559643,0.008748879,0.008377823
2005/7/21,843.99 ,842.75 ,843.99 ,835.76 ,8.37 ,0.009799156,0.008879412,0.001470292,0.001600826
2005/7/22,859.69 ,847.54 ,867.16 ,842.99 ,-21.32 ,0.028268409,0.005667682,0.014233823,0.018431213
2005/7/25,856.86 ,858.33 ,860.95 ,854.28 ,11.82 ,0.007777422,0.012650605,-0.001714096,-0.003297314
2005/7/26,876.48 ,856.19 ,880.03 ,856.19 ,21.83 ,0.027463684,-0.002496327,0.023421572,0.022639341
2005/7/27,894.01 ,876.94 ,894.03 ,876.04 ,20.41 ,0.02032758,0.023946261,0.019278386,0.019803075
2005/7/28,890.88 ,893.88 ,901.00 ,888.50 ,20.62 ,0.01397061,0.019132963,-0.0033618,-0.003507223
2005/7/29,888.16 ,889.41 ,892.29 ,883.38 ,13.40 ,0.010035733,-0.005013216,-0.001406415,-0.003057831
2005/8/1,891.61 ,887.72 ,897.28 ,885.85 ,11.81 ,0.012820329,-0.001901944,0.004372439,0.00387691
2005/8/2,903.60 ,892.13 ,903.65 ,888.40 ,14.29 ,0.017020025,0.004955484,0.012774923,0.013357967
2005/8/3,909.57 ,905.18 ,919.28 ,903.76 ,25.79 ,0.017026917,0.014521957,0.004838141,0.006585176
2005/8/4,904.15 ,907.42 ,909.83 ,901.62 ,14.52 ,0.009064624,0.002471589,-0.003610132,-0.005976685
2005/8/5,923.80 ,904.04 ,923.81 ,903.94 ,19.12 ,0.021743436,-0.003731801,0.021621991,0.021500322
2005/8/8,927.47 ,926.57 ,933.15 ,923.57 ,21.61 ,0.010319364,0.024615989,0.000970853,0.003964851
2005/8/9,933.09 ,926.97 ,933.39 ,919.11 ,19.53 ,0.015417309,0.000431607,0.006580457,0.00604121
2005/8/10,940.37 ,933.26 ,940.37 ,926.27 ,21.52 ,0.015107646,0.00676263,0.007589582,0.007771756
2005/8/11,953.99 ,940.78 ,953.99 ,939.39 ,27.07 ,0.015422461,0.008025485,0.013943871,0.014379774
2005/8/12,938.32 ,954.72 ,959.27 ,933.99 ,29.17 ,0.026706847,0.014708785,-0.017327062,-0.016562147
2005/8/15,954.50 ,937.71 ,954.50 ,936.11 ,20.43 ,0.019454652,-0.017977371,0.01774691,0.017096601
2005/8/16,945.06 ,955.27 ,959.34 ,939.92 ,23.86 ,0.020450783,0.01855329,-0.010745605,-0.009939226
2005/8/17,953.01 ,943.40 ,953.34 ,930.33 ,21.46 ,0.024432246,-0.012503652,0.010135026,0.008376979
2005/8/18,920.67 ,954.15 ,956.84 ,919.12 ,31.86 ,0.040219498,0.011330521,-0.035719226,-0.034523731
2005/8/19,923.04 ,918.09 ,927.32 ,910.08 ,22.24 ,0.018766198,-0.038525467,0.005377145,0.002570905
2005/8/22,931.67 ,923.11 ,933.35 ,919.22 ,16.03 ,0.01525478,0.005452979,0.009230271,0.009306104
2005/8/23,923.41 ,931.81 ,931.81 ,915.03 ,15.41 ,0.01817208,0.009380527,-0.009055592,-0.008905335
2005/8/24,930.65 ,923.56 ,935.23 ,923.56 ,15.96 ,0.012556721,-0.008893163,0.007647499,0.007809927
2005/8/25,930.12 ,930.98 ,933.20 ,920.61 ,16.29 ,0.013583046,0.008002027,-0.000924185,-0.000569657
2005/8/26,928.26 ,930.25 ,930.33 ,921.84 ,15.43 ,0.009167689,-0.000784428,-0.002141501,-0.002001744
2005/8/29,917.37 ,928.34 ,928.34 ,913.77 ,15.46 ,0.015819146,-0.002055322,-0.011887164,-0.011800985
2005/8/30,914.88 ,916.09 ,920.21 ,912.84 ,12.44 ,0.008041286,-0.013283432,-0.001321704,-0.002717971
2005/8/31,927.92 ,915.12 ,928.21 ,911.50 ,14.62 ,0.018166406,-0.001059409,0.013890318,0.014152613
2005/9/1,944.56 ,928.52 ,944.95 ,926.06 ,22.31 ,0.020192989,0.014536716,0.01712729,0.017773688
2005/9/2,947.87 ,945.98 ,947.92 ,941.31 ,18.61 ,0.006997588,0.018629507,0.001995935,0.003498151
2005/9/5,952.72 ,949.08 ,952.99 ,944.63 ,17.84 ,0.008811094,0.003271667,0.003827957,0.005103689
2005/9/6,936.61 ,953.41 ,956.30 ,934.97 ,21.22 ,0.022557228,0.004551937,-0.017778058,-0.017054078
2005/9/7,952.76 ,934.99 ,952.90 ,932.65 ,19.61 ,0.02147997,-0.019509197,0.018827202,0.017096062
2005/9/8,955.28 ,954.27 ,958.87 ,947.71 ,22.42 ,0.01170696,0.020410816,0.001057841,0.002641456
2005/9/9,949.07 ,955.11 ,959.90 ,946.02 ,16.22 ,0.014565402,0.000879867,-0.006343959,-0.006521933
2005/9/12,949.51 ,949.78 ,952.55 ,945.40 ,11.67 ,0.007534481,-0.005596138,-0.000284317,0.000463504
2005/9/13,963.77 ,949.58 ,963.92 ,948.13 ,16.58 ,0.01651668,-0.000210597,0.014832895,0.014906615
2005/9/14,970.19 ,964.97 ,970.26 ,961.64 ,19.96 ,0.008923917,0.016077231,0.005394916,0.006639252
2005/9/15,969.60 ,970.58 ,970.96 ,965.66 ,16.38 ,0.005473467,0.005796818,-0.001010216,-0.000608313
2005/9/16,967.50 ,969.62 ,970.37 ,964.28 ,13.98 ,0.006295733,-0.000989589,-0.002188817,-0.00216819
2005/9/19,971.14 ,967.44 ,971.99 ,964.26 ,14.74 ,0.007984549,-0.002250835,0.003817232,0.003755214
2005/9/20,961.92 ,971.38 ,971.65 ,957.12 ,18.64 ,0.015066882,0.004064333,-0.009786454,-0.009539352
2005/9/21,944.41 ,961.37 ,961.37 ,943.82 ,18.54 ,0.01842388,-0.01035839,-0.017798957,-0.018370893
2005/9/22,923.27 ,942.73 ,942.73 ,914.23 ,18.12 ,0.03069774,-0.019579429,-0.020858205,-0.022638678
2005/9/23,916.15 ,921.51 ,927.42 ,914.81 ,11.55 ,0.013690144,-0.022766292,-0.005833522,-0.007741609
2005/9/26,918.49 ,915.84 ,919.65 ,913.61 ,8.84 ,0.006589378,-0.006171952,0.00288934,0.002550911
2005/9/27,904.21 ,918.87 ,921.13 ,903.39 ,11.09 ,0.019446823,0.003302977,-0.01608302,-0.015669383
2005/9/28,903.72 ,903.33 ,910.33 ,901.38 ,8.85 ,0.009880249,-0.017056719,0.000431643,-0.000542056
2005/9/29,915.98 ,904.28 ,915.98 ,904.28 ,11.94 ,0.012855483,0.001051112,0.012855483,0.013474952
2005/9/30,917.39 ,916.59 ,918.66 ,913.45 ,9.00 ,0.005687447,0.013521215,0.00087242,0.001538151
2005/10/10,907.32 ,917.21 ,917.21 ,906.88 ,7.16 ,0.011326317,0.000676192,-0.010841254,-0.011037482
2005/10/11,919.72 ,906.63 ,919.80 ,904.04 ,7.76 ,0.017282648,-0.011602025,0.014334847,0.013574077
2005/10/12,923.49 ,920.45 ,926.09 ,917.38 ,12.21 ,0.009449641,0.015128252,0.00329729,0.004090695
2005/10/13,916.50 ,923.43 ,926.01 ,916.27 ,10.83 ,0.010573953,0.003232317,-0.007532931,-0.007597904
2005/10/14,904.83 ,916.34 ,917.89 ,902.81 ,10.12 ,0.016565436,-0.007707523,-0.012640394,-0.012814987
2005/10/17,897.62 ,903.27 ,903.27 ,892.36 ,10.55 ,0.012151873,-0.014365963,-0.006274696,-0.008000265
2005/10/18,902.37 ,897.37 ,903.00 ,895.62 ,11.37 ,0.008206338,-0.006553249,0.005556372,0.005277819
2005/10/19,898.74 ,902.04 ,907.88 ,897.04 ,11.03 ,0.012011757,0.005190602,-0.003665083,-0.004030853
2005/10/20,899.91 ,898.89 ,900.13 ,889.57 ,12.61 ,0.011800997,-0.003498196,0.00113409,0.001300976
2005/10/21,904.41 ,899.64 ,907.79 ,897.99 ,11.37 ,0.010854142,0.000834014,0.005288114,0.004988039
2005/10/24,906.65 ,905.13 ,908.45 ,900.23 ,9.22 ,0.009089564,0.006083896,0.001677908,0.002473691
2005/10/25,894.27 ,905.97 ,905.97 ,893.61 ,11.21 ,0.013736755,0.000927613,-0.01299845,-0.013748745
2005/10/26,875.82 ,892.62 ,892.62 ,873.89 ,12.17 ,0.021206449,-0.014845235,-0.019000368,-0.020847153
2005/10/27,875.85 ,873.47 ,879.67 ,869.72 ,11.91 ,0.011375516,-0.021687174,0.002721059,3.4253E-05
2005/10/28,867.73 ,875.86 ,880.21 ,859.69 ,11.97 ,0.023588656,0.002732476,-0.009325654,-0.009314237
2005/10/31,876.28 ,866.62 ,878.41 ,866.15 ,10.44 ,0.014055351,-0.010605673,0.011085087,0.009805068
2005/11/1,872.87 ,875.96 ,875.96 ,862.69 ,10.08 ,0.015265013,0.01071984,-0.003533795,-0.003899042
2005/11/2,882.48 ,873.39 ,884.94 ,873.39 ,13.11 ,0.013137655,-0.002938236,0.010353934,0.010949493
2005/11/3,874.58 ,882.19 ,885.68 ,872.11 ,12.18 ,0.015440149,0.010025261,-0.008663681,-0.008992355
2005/11/4,878.36 ,873.35 ,878.36 ,869.68 ,9.57 ,0.009931204,-0.01007106,0.005720141,0.004312761
2005/11/7,877.28 ,877.62 ,877.62 ,870.08 ,7.71 ,0.008628537,0.004877306,-0.000387486,-0.001230321
2005/11/8,881.52 ,876.43 ,881.89 ,870.96 ,10.13 ,0.01247128,-0.00135686,0.005790852,0.004821479
2005/11/9,879.25 ,881.51 ,884.94 ,878.68 ,11.77 ,0.007099065,0.005779508,-0.002567075,-0.002578419
2005/11/10,862.97 ,878.62 ,878.62 ,862.09 ,10.85 ,0.018992821,-0.003283851,-0.017972567,-0.018689343
2005/11/11,864.79 ,861.22 ,867.33 ,857.79 ,9.22 ,0.011060213,-0.020002506,0.004136714,0.002106775
2005/11/14,862.15 ,864.08 ,864.25 ,858.34 ,6.27 ,0.006861787,0.003315368,-0.002236088,-0.003057433
2005/11/15,856.63 ,862.07 ,867.46 ,853.86 ,8.25 ,0.015802155,-0.002328883,-0.006330387,-0.006423183
2005/11/16,863.12 ,855.45 ,863.17 ,847.49 ,9.07 ,0.018332619,-0.007708828,0.008926085,0.007547644
2005/11/17,862.66 ,863.08 ,865.79 ,859.00 ,8.81 ,0.007873463,0.00887974,-0.000486748,-0.000533092
2005/11/18,882.24 ,862.58 ,886.58 ,862.40 ,17.60 ,0.027652164,-0.000579488,0.02253623,0.022443489
2005/11/21,883.87 ,882.79 ,886.11 ,880.30 ,10.26 ,0.006578338,0.023159448,0.001222646,0.001845865
2005/11/22,869.62 ,883.93 ,883.93 ,869.53 ,10.60 ,0.016425038,0.001290527,-0.016321539,-0.016253658
2005/11/23,876.23 ,868.00 ,876.82 ,866.19 ,9.92 ,0.012197442,-0.018186159,0.009436899,0.007572279
2005/11/24,881.49 ,875.83 ,885.75 ,874.88 ,14.63 ,0.01234801,0.008980294,0.006441649,0.005985044
2005/11/25,884.11 ,881.25 ,884.16 ,877.26 ,13.00 ,0.007834628,0.006169346,0.003240135,0.002967832
2005/11/28,880.17 ,883.24 ,886.74 ,877.64 ,9.74 ,0.01031533,0.00225561,-0.003481894,-0.004466419
2005/11/29,871.31 ,879.25 ,879.25 ,870.56 ,8.42 ,0.009932589,-0.004527693,-0.009071445,-0.010117244
2005/11/30,873.83 ,870.45 ,873.93 ,866.98 ,8.04 ,0.007984372,-0.010058952,0.003875529,0.002888022
